"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","sample","fraction_overlap","overlap","padj"
"TGF-beta Signaling","1/54",0.114672943690704,0.196582189184065,0,0,8.53430531732418,18.482498984151,"ID2","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.0185185185185185,1,0.245509893564124
"Cholesterol Homeostasis","1/74",0.153793988798699,0.246070382077918,0,0,6.18991282689913,11.5883914912559,"ALCAM","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.0135135135135135,1,0.299624534811704
"Androgen Response","1/100",0.202132677279174,0.303199015918762,0,0,4.55831037649219,7.28796784173202,"ACTN1","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.01,1,0.361672344221049
"Coagulation","1/138",0.267959874403487,0.364132436677882,0,0,3.28765759787658,4.32957557386906,"S100A1","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.0072463768115942,1,0.408384416179492
"Apoptosis","1/161",0.305190445321891,0.364132436677882,0,0,2.81178977272727,3.33708633142499,"TIMP2","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.0062111801242236,1,0.447018608476346
"Hypoxia","1/200",0.364132436677882,0.364132436677882,0,0,2.25628140703518,2.27938040492668,"S100A4","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.005,1,0.488408297209853
"heme Metabolism","1/200",0.364132436677882,0.364132436677882,0,0,2.25628140703518,2.27938040492668,"AQP3","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.005,1,0.488408297209853
"Myogenesis","1/200",0.364132436677882,0.364132436677882,0,0,2.25628140703518,2.27938040492668,"FST","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.005,1,0.488408297209853
"KRAS Signaling Up","1/200",0.364132436677882,0.364132436677882,0,0,2.25628140703518,2.27938040492668,"ID2","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.005,1,0.488408297209853
"Complement","1/200",0.364132436677882,0.364132436677882,0,0,2.25628140703518,2.27938040492668,"TIMP2","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.005,1,0.488408297209853
"Myc Targets V1","1/200",0.364132436677882,0.364132436677882,0,0,2.25628140703518,2.27938040492668,"RPS2","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.005,1,0.488408297209853
"Epithelial Mesenchymal Transition","10/200",4.71738082006027e-08,1.55673567061989e-06,0,0,11.9255898366606,201.17786729334,"GREM1;POSTN;ECM1;NT5E;SPARC;CADM1;IGFBP4;ID2;COL8A2;CCN2","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.05,10,3.15540361519587e-06
"Estrogen Response Late","8/200",5.86868363131929e-06,9.68332799167683e-05,0,0,9.22799625468165,111.159337396531,"FOXC1;IGFBP4;ID2;BAG1;FLNB;CXCL14;PRLR;NBL1","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.04,8,0.000160588524820646
"Angiogenesis","4/36",2.71844826215953e-05,0.000299029308837548,0,0,26.7083333333333,280.781082391513,"APP;POSTN;S100A4;FGFR1","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.111111111111111,4,0.000606113279192606
"IL-2/STAT5 Signaling","7/199",5.23882250337771e-05,0.000432202856528661,0,0,7.98478009259259,78.7046096196587,"ECM1;NT5E;ALCAM;S100A1;COL6A1;PHLDA1;HOPX","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.0351758793969849,7,0.000985553483447932
"Estrogen Response Early","6/200",0.000430829012864033,0.00284347148490262,0,0,6.69842528605415,51.9114513817545,"FOXC1;IGFBP4;BAG1;FLNB;AQP3;NBL1","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.03,6,0.00501261330888913
"Notch Signaling","2/32",0.0105044103138559,0.0577742567262074,0,0,13.9459649122807,63.5372594190421,"TCF7L2;FZD7","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.0625,2,0.0468418889551203
"Myogenesis","4/200",0.0163398709129807,0.0770308200183375,0,0,4.32455562870309,17.7918579538318,"APP;SPARC;FST;BAG1","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.02,4,0.0642915182327737
"TGF-beta Signaling","2/54",0.0282926979453842,0.108591544020584,0,0,8.03684210526316,28.6525599340388,"ID2;ID3","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.037037037037037,2,0.0962271421645271
"Coagulation","3/138",0.0296158756419774,0.108591544020584,0,0,4.67328605200946,16.447371930957,"SPARC;S100A1;CAPN2","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.0217391304347826,3,0.0990486507581688
"Xenobiotic Metabolism","3/200",0.0734906143235922,0.202099189389879,0,0,3.19246138891889,8.33423196719981,"IGFBP4;ID2;APOE","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.015,3,0.1907404328976
"Glycolysis","3/200",0.0734906143235922,0.202099189389879,0,0,3.19246138891889,8.33423196719981,"NT5E;AKR1A1;SOX9","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.015,3,0.1907404328976
"p53 Pathway","3/200",0.0734906143235922,0.202099189389879,0,0,3.19246138891889,8.33423196719981,"APP;KRT17;S100A4","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.015,3,0.1907404328976
"Androgen Response","2/100",0.0849237360045433,0.215575637549994,0,0,4.25456498388829,10.491764264828,"ACTN1;SLC38A2","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.02,2,0.204514995271424
"UV Response Dn","2/144",0.154604653816616,0.348026648538066,0,0,2.9297257227576,5.46945819625063,"FZD2;NFIB","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.0138888888888889,2,0.300232263218074
"UV Response Up","2/158",0.178603941372377,0.348026648538066,0,0,2.66491228070175,4.59053670219858,"LHX2;AQP3","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.0126582278481013,2,0.334951939894614
"Apoptosis","2/161",0.183821618238515,0.348026648538066,0,0,2.61423369745118,4.42796147671833,"APP;TIMP2","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.0124223602484472,2,0.342602520679833
"Apical Surface","1/44",0.192772313474648,0.348026648538066,0,0,4.81104651162791,7.92016371541383,"APP","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.0227272727272727,1,0.351663432459813
"Reactive Oxygen Species Pathway","1/49",0.212202852644482,0.348026648538066,0,0,4.30881076388889,6.67957277901176,"MGST1","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.0204081632653061,1,0.363949052113898
"TNF-alpha Signaling via NF-kB","2/200",0.253110289845866,0.348026648538066,0,0,2.09516214779373,2.87860603962459,"ID2;PHLDA1","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.01,2,0.393727117538014
"Hypoxia","2/200",0.253110289845866,0.348026648538066,0,0,2.09516214779373,2.87860603962459,"S100A4;CCN2","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.01,2,0.393727117538014
"Adipogenesis","2/200",0.253110289845866,0.348026648538066,0,0,2.09516214779373,2.87860603962459,"SNCG;APOE","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.01,2,0.393727117538014
"Apical Junction","2/200",0.253110289845866,0.348026648538066,0,0,2.09516214779373,2.87860603962459,"ACTN1;CD34","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.01,2,0.393727117538014
"heme Metabolism","2/200",0.253110289845866,0.348026648538066,0,0,2.09516214779373,2.87860603962459,"AQP3;TNS1","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.01,2,0.393727117538014
"KRAS Signaling Up","2/200",0.253110289845866,0.348026648538066,0,0,2.09516214779373,2.87860603962459,"ID2;SOX9","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.01,2,0.393727117538014
"Cholesterol Homeostasis","1/74",0.302625160449435,0.399465211793254,0,0,2.82962328767123,3.38213647459123,"ALCAM","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.0135135135135135,1,0.444342308757463
"Interferon Alpha Response","1/97",0.376702826936786,0.478122818804382,0,0,2.14919704861111,2.0982581982793,"IFITM2","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.0103092783505155,1,0.500499165164666
"Pperoxisome","1/104",0.397661585494419,0.486030826715401,0,0,2.00242718446602,1.84654608387703,"CADM1","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.00961538461538462,1,0.520417987973131
"Bile Acid Metabolism","1/112",0.420761439336847,0.495897410646998,0,0,1.85735735735736,1.60789431311557,"NEDD4","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.00892857142857143,1,0.53901872389761
"Mitotic Spindle","1/199",0.621798730625364,0.623651434896201,0,0,1.03666877104377,0.492561579518889,"FLNB","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.0050251256281407,1,0.71173475974709
"Interferon Gamma Response","1/200",0.623651434896201,0.623651434896201,0,0,1.03140703517588,0.486992925432569,"IFITM2","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.005,1,0.71173475974709
"Complement","1/200",0.623651434896201,0.623651434896201,0,0,1.03140703517588,0.486992925432569,"TIMP2","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.005,1,0.71173475974709
"Myc Targets V1","1/200",0.623651434896201,0.623651434896201,0,0,1.03140703517588,0.486992925432569,"RPS2","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.005,1,0.71173475974709
"KRAS Signaling Dn","1/200",0.623651434896201,0.623651434896201,0,0,1.03140703517588,0.486992925432569,"TENM2","de/mast_p60_de_up20_vs_bottom20_downsample500_pct10_lfc0.1.csv",0.005,1,0.71173475974709
"Epithelial Mesenchymal Transition","11/200",3.56725957133078e-09,1.21286825425246e-07,0,0,13.3415774578565,259.513269165823,"GREM1;POSTN;SFRP1;ECM1;SPARC;DST;TPM2;ID2;COL8A2;CCN2;PFN2","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.055,11,2.68436282742641e-07
"IL-2/STAT5 Signaling","7/199",5.23882250337771e-05,0.000890599825574211,0,0,7.98478009259259,78.7046096196587,"ECM1;ALCAM;S100A1;COL6A1;PHLDA1;SMPDL3A;HOPX","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.0351758793969849,7,0.000985553483447932
"Angiogenesis","3/36",0.000703028811983639,0.00796765986914791,0,0,19.2166344294004,139.514931339006,"APP;POSTN;S100A4","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.0833333333333333,3,0.00651112838175616
"Xenobiotic Metabolism","5/200",0.00291428326206701,0.0247714077275696,0,0,5.49275362318841,32.067417227721,"SLC6A6;ID2;EPHX1;APOE;NDRG2","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.025,5,0.0184673528817299
"UV Response Dn","4/144",0.00532302205855977,0.0361965499982064,0,0,6.0715821812596,31.7890683191014,"FZD2;CITED2;NFIB;PLPP3","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.0277777777777778,4,0.0305186598024093
"UV Response Up","4/158",0.00735730835205419,0.0416914139949737,0,0,5.51571009635526,27.0935051475123,"LHX2;EPHX1;AQP3;SQSTM1","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.0253164556962025,4,0.0388517511222511
"TNF-alpha Signaling via NF-kB","4/200",0.0163398709129807,0.0555555611041343,0,0,4.32455562870309,17.7918579538318,"ID2;PLPP3;PHLDA1;SQSTM1","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.02,4,0.0642915182327737
"Hypoxia","4/200",0.0163398709129807,0.0555555611041343,0,0,4.32455562870309,17.7918579538318,"SLC6A6;CITED2;S100A4;CCN2","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.02,4,0.0642915182327737
"Myogenesis","4/200",0.0163398709129807,0.0555555611041343,0,0,4.32455562870309,17.7918579538318,"APP;SPARC;FST;TPM2","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.02,4,0.0642915182327737
"p53 Pathway","4/200",0.0163398709129807,0.0555555611041343,0,0,4.32455562870309,17.7918579538318,"APP;VDR;EPHX1;S100A4","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.02,4,0.0642915182327737
"Coagulation","3/138",0.0296158756419774,0.091539979257021,0,0,4.67328605200946,16.447371930957,"SPARC;CSRP1;S100A1","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.0217391304347826,3,0.0990486507581688
"Apoptosis","3/161",0.0436063122357077,0.123551218001172,0,0,3.98835173713978,12.4937246472348,"APP;TIMP2;SQSTM1","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.0186335403726708,3,0.13125499982948
"Estrogen Response Late","3/200",0.0734906143235922,0.178477206214438,0,0,3.19246138891889,8.33423196719981,"ID2;CXCL14;NBL1","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.015,3,0.1907404328976
"Apical Junction","3/200",0.0734906143235922,0.178477206214438,0,0,3.19246138891889,8.33423196719981,"ACTN1;ZYX;CD34","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.015,3,0.1907404328976
"Androgen Response","2/100",0.0849237360045433,0.192493801610298,0,0,4.25456498388829,10.491764264828,"ACTN1;SLC38A2","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.02,2,0.204514995271424
"Notch Signaling","1/32",0.144182510110179,0.306387833984131,0,0,6.67741935483871,12.9319934701255,"FZD7","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.03125,1,0.288807836021772
"Hedgehog Signaling","1/36",0.160692402320575,0.32138480464115,0,0,5.91309523809524,10.8106949304821,"LDB1","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.0277777777777778,1,0.307756198236925
"Pancreas Beta Cells","1/40",0.176887017143134,0.330990379029209,0,0,5.30555555555556,9.19051715684523,"VDR","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.025,1,0.332768701000522
"Apical Surface","1/44",0.192772313474648,0.330990379029209,0,0,4.81104651162791,7.92016371541383,"APP","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.0227272727272727,1,0.351663432459813
"TGF-beta Signaling","1/54",0.231170391493478,0.330990379029209,0,0,3.90133647798742,5.71389824389937,"ID2","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.0185185185185185,1,0.379671831480584
"Estrogen Response Early","2/200",0.253110289845866,0.330990379029209,0,0,2.09516214779373,2.87860603962459,"AQP3;NBL1","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.01,2,0.393727117538014
"Complement","2/200",0.253110289845866,0.330990379029209,0,0,2.09516214779373,2.87860603962459,"CSRP1;TIMP2","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.01,2,0.393727117538014
"mTORC1 Signaling","2/200",0.253110289845866,0.330990379029209,0,0,2.09516214779373,2.87860603962459,"SLC6A6;SQSTM1","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.01,2,0.393727117538014
"Glycolysis","2/200",0.253110289845866,0.330990379029209,0,0,2.09516214779373,2.87860603962459,"CITED2;SOX9","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.01,2,0.393727117538014
"heme Metabolism","2/200",0.253110289845866,0.330990379029209,0,0,2.09516214779373,2.87860603962459,"CIR1;AQP3","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.01,2,0.393727117538014
"KRAS Signaling Up","2/200",0.253110289845866,0.330990379029209,0,0,2.09516214779373,2.87860603962459,"ID2;SOX9","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.01,2,0.393727117538014
"Cholesterol Homeostasis","1/74",0.302625160449435,0.38108353538077,0,0,2.82962328767123,3.38213647459123,"ALCAM","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.0135135135135135,1,0.444342308757463
"Protein Secretion","1/96",0.373650384955548,0.45371832458888,0,0,2.1719298245614,2.13812312511658,"DST","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.0104166666666667,1,0.499861181651644
"PI3K/AKT/mTOR  Signaling","1/105",0.400598191747209,0.469666845496727,0,0,1.98307291666667,1.81410790486197,"SQSTM1","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.00952380952380952,1,0.52312388596924
"Fatty Acid Metabolism","1/158",0.537542732951189,0.60921509734468,0,0,1.31011146496815,0.813247786404641,"EPHX1","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.00632911392405063,1,0.660409643340032
"Mitotic Spindle","1/199",0.621798730625364,0.623651434896201,0,0,1.03666877104377,0.492561579518889,"DST","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.0050251256281407,1,0.71173475974709
"Adipogenesis","1/200",0.623651434896201,0.623651434896201,0,0,1.03140703517588,0.486992925432569,"APOE","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.005,1,0.71173475974709
"Myc Targets V1","1/200",0.623651434896201,0.623651434896201,0,0,1.03140703517588,0.486992925432569,"RPS2","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.005,1,0.71173475974709
"KRAS Signaling Dn","1/200",0.623651434896201,0.623651434896201,0,0,1.03140703517588,0.486992925432569,"TENM2","de/mast_p60_de_up10_vs_middle10_downsample500_pct10_lfc0.1.csv",0.005,1,0.71173475974709
"Epithelial Mesenchymal Transition","18/200",2.85552282808046e-11,1.19931958779379e-09,0,0,8.88385926000605,215.692827568919,"ECM1;POSTN;SPARC;CADM1;IGFBP4;TPM2;MMP2;FBLN1;THBS1;GREM1;SFRP1;NT5E;CALD1;ID2;COL8A2;SERPINH1;GAS1;CCN2","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.09,18,5.73008247501480e-09
"Estrogen Response Late","12/200",4.77665708467853e-06,0.000100309798778249,0,0,5.57826747720365,68.3436479580799,"FOXC1;FABP5;IGFBP4;ID2;HSPA4L;BAG1;FLNB;HR;SLC29A1;NBL1;CXCL14;PRLR","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.06,12,0.000143777378248824
"TGF-beta Signaling","5/54",0.000432983209405705,0.00535628234402728,0,0,8.70880819860412,67.4480788289841,"PPP1R15A;ID2;ID1;ID3;THBS1","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0925925925925926,5,0.00501261330888913
"IL-2/STAT5 Signaling","9/199",0.000615151143063908,0.00535628234402728,0,0,4.08453512636216,30.1995927451149,"GABARAPL1;ECM1;NT5E;ALCAM;S100A1;COL6A1;SLC39A8;PHLDA1;HOPX","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0452261306532663,9,0.0062064552274859
"Xenobiotic Metabolism","9/200",0.000637652660003248,0.00535628234402728,0,0,4.06294254676292,29.8939808081643,"SLC6A6;GABARAPL1;IGFBP4;ID2;EPHX1;CAT;FBLN1;APOE;NDRG2","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.045,9,0.00623134164225918
"Angiogenesis","4/36",0.000827614130303336,0.00579329891212335,0,0,10.6314655172414,75.4511231356899,"APP;POSTN;S100A4;FGFR1","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.111111111111111,4,0.00722063342670447
"Coagulation","6/138",0.00597988322327331,0.0328193459920518,0,0,3.8798418972332,19.8622850636036,"SPARC;CSRP1;S100A1;MMP2;CAPN2;THBS1","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0434782608695652,6,0.0333323120408383
"Notch Signaling","3/32",0.00625130399848606,0.0328193459920518,0,0,8.76202456711558,44.4669697354586,"TCF7L2;FZD7;CUL1","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.09375,3,0.0345255505237487
"UV Response Dn","6/144",0.00731934855416154,0.0341569599194205,0,0,3.71001890359168,18.2430309090046,"FZD2;ZMIZ1;CITED2;NFIB;ID1;PLPP3","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0416666666666667,6,0.0388517511222511
"Estrogen Response Early","7/200",0.00977837146090272,0.0373356001234468,0,0,3.09969002420979,14.344070772394,"FOXC1;IGFBP4;BAG1;FLNB;HR;AQP3;NBL1","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.035,7,0.0442599971388229
"p53 Pathway","7/200",0.00977837146090272,0.0373356001234468,0,0,3.09969002420979,14.344070772394,"PPP1R15A;APP;KRT17;VDR;HSPA4L;EPHX1;S100A4","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.035,7,0.0442599971388229
"Apical Surface","3/44",0.0150545982770323,0.052691093969613,0,0,6.19376112216058,25.9894663874192,"APP;GAS1;EFNA5","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0681818181818182,3,0.0616521643726084
"Androgen Response","4/100",0.0307736027122512,0.0949958372419144,0,0,3.5323275862069,12.2963785355382,"STEAP4;ZMIZ1;ACTN1;SLC38A2","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.04,4,0.100328936876548
"Myogenesis","6/200",0.0316652790806381,0.0949958372419144,0,0,2.63155535634245,9.08553564463201,"APP;SPARC;TPM2;FST;BAG1;IGFBP7","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.03,6,0.100328936876548
"TNF-alpha Signaling via NF-kB","5/200",0.0887186377754612,0.232886424160586,0,0,2.17216117216117,5.26159405539328,"PPP1R15A;MARCKS;ID2;PLPP3;PHLDA1","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.025,5,0.205417769003183
"Hypoxia","5/200",0.0887186377754612,0.232886424160586,0,0,2.17216117216117,5.26159405539328,"PPP1R15A;SLC6A6;CITED2;S100A4;CCN2","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.025,5,0.205417769003183
"Reactive Oxygen Species Pathway","2/49",0.11378243907881,0.281109555371177,0,0,3.58556101109293,7.79309883202849,"CAT;MGST1","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0408163265306122,2,0.244632244019441
"Apoptosis","4/161",0.123372170909824,0.287868398789589,0,0,2.15319569514606,4.50566903243256,"APP;DAP;MMP2;TIMP2","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0248447204968944,4,0.258051067012602
"Bile Acid Metabolism","3/112",0.146492361071325,0.323825219210298,0,0,2.32173091309997,4.45953893451914,"NEDD4;CAT;SLC29A1","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0267857142857143,3,0.290093425542558
"Mitotic Spindle","4/199",0.209028896096129,0.351106690774204,0,0,1.73023872679045,2.70831288042568,"MARCKS;PALLD;FLNB;SMC3","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0201005025125628,4,0.363752837453481
"Adipogenesis","4/200",0.211484207821791,0.351106690774204,0,0,1.72132301196341,2.67425595329996,"APLP2;CAT;SNCG;APOE","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.02,4,0.363752837453481
"Apical Junction","4/200",0.211484207821791,0.351106690774204,0,0,1.72132301196341,2.67425595329996,"ACTN1;MMP2;CD34;PKD1","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.02,4,0.363752837453481
"Complement","4/200",0.211484207821791,0.351106690774204,0,0,1.72132301196341,2.67425595329996,"CSRP1;TIMP2;LAP3;HSPA1A","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.02,4,0.363752837453481
"Glycolysis","4/200",0.211484207821791,0.351106690774204,0,0,1.72132301196341,2.67425595329996,"NT5E;CITED2;SOX9;PYGL","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.02,4,0.363752837453481
"heme Metabolism","4/200",0.211484207821791,0.351106690774204,0,0,1.72132301196341,2.67425595329996,"CAT;AQP3;NUDT4;TNS1","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.02,4,0.363752837453481
"Cholesterol Homeostasis","2/74",0.21735176095546,0.351106690774204,0,0,2.33760683760684,3.56774489806061,"ALCAM;FABP5","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.027027027027027,2,0.366514734160187
"Fatty Acid Metabolism","3/158",0.286297024616955,0.429445536925433,0,0,1.62887996677281,2.03728164486019,"GABARAPL1;MCEE;EPHX1","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0189873417721519,3,0.426848888456847
"UV Response Up","3/158",0.286297024616955,0.429445536925433,0,0,1.62887996677281,2.03728164486019,"LHX2;EPHX1;AQP3","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0189873417721519,3,0.426848888456847
"Interferon Alpha Response","2/97",0.317690997607587,0.460104203431677,0,0,1.76959064327485,2.02914725186075,"IFITM2;LAP3","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0206185567010309,2,0.459735530191748
"Pperoxisome","2/104",0.34786569996418,0.487011979949851,0,0,1.64756158873806,1.73972419596042,"CADM1;CAT","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0192307692307692,2,0.485882021759712
"Pancreas Beta Cells","1/40",0.378284252740736,0.504994286176499,0,0,2.15220949263502,2.09218302386949,"VDR","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.025,1,0.500499165164666
"Wnt-beta Catenin Signaling","1/42",0.392899570935197,0.504994286176499,0,0,2.04701608718215,1.91232497608368,"CUL1","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.0238095238095238,1,0.51530619107405
"G2-M Checkpoint","3/200",0.420828571813749,0.504994286176499,0,0,1.27886102699288,1.10689222797625,"MARCKS;CUL1;EFNA5","de/mast_p60_de_up10_vs_bottom10_downsample500_pct10_lfc0.1.csv",0.015,3,0.53901872389761
